,loss,binary_accuracy,val_loss,val_binary_accuracy
0,0.5548495792338778,0.8812323212623596,0.34440024436836364,0.8804210424423218
1,0.33541600637494196,0.884321928024292,0.3441706642931568,0.8804210424423218
2,0.3351876506571295,0.8843201994895935,0.34383988051384407,0.8804212212562561
3,0.33502234157792254,0.8843209743499756,0.34367497077311626,0.8804213404655457
4,0.3348827340979245,0.8843210935592651,0.3436099803222091,0.8804210424423218
5,0.3347730042103978,0.8843199014663696,0.3433550190098278,0.8804210424423218
6,0.3346222496843458,0.8843217492103577,0.34307841171601594,0.8804212212562561
7,0.334482185678973,0.8843211531639099,0.3432009925225556,0.8804211020469666
8,0.3342776588906155,0.8843209743499756,0.34282755724827196,0.8804208636283875
9,0.3340206341756664,0.8843204975128174,0.3425008611348149,0.8804211020469666
10,0.3336964522656506,0.8843204975128174,0.3420769132744251,0.8804213404655457
11,0.3333404033918111,0.8843215703964233,0.3414578192899656,0.8804212212562561
12,0.3329134132348064,0.8843207955360413,0.3406389784361662,0.8804211020469666
13,0.3324352358905529,0.8843198418617249,0.3401100773728608,0.8804210424423218
14,0.3318122525352217,0.8843220472335815,0.33891620075665063,0.8804212212562561
15,0.33122339260734157,0.8843213319778442,0.33795198925098036,0.8804212212562561
16,0.3305063228211949,0.8843203186988831,0.3367067773823482,0.88042151927948
17,0.3298734998506845,0.8843212723731995,0.33514181931124126,0.8804211020469666
18,0.32932034385376496,0.8843203783035278,0.33472618390144987,0.8804210424423218
19,0.32873935930178566,0.884320080280304,0.33319157564113566,0.8804214000701904
20,0.328478027276281,0.8843203783035278,0.33255601333518886,0.8804207444190979
21,0.32788145290106924,0.8843220472335815,0.3315441379035685,0.8804209232330322
22,0.32733406761944583,0.8843206167221069,0.3303115733602446,0.8804211020469666
23,0.32656239602591786,0.8843206167221069,0.329184673515028,0.8804213404655457
24,0.32622896921425865,0.8843211531639099,0.3285126327434173,0.8804212212562561
25,0.3253681836216922,0.8843207955360413,0.32712936570591733,0.8804212212562561
26,0.3246415879386329,0.8843210935592651,0.32607195740242484,0.8804210424423218
27,0.3237248278835691,0.8843176960945129,0.32392386927589634,0.8804213404655457
28,0.3227293385021093,0.8843172192573547,0.32202715306816043,0.880412757396698
29,0.3215369671839314,0.8843138217926025,0.31920756141094003,0.8803802728652954
30,0.3200053661153899,0.8843129873275757,0.31732314580622534,0.8803965449333191
31,0.3181845419994365,0.8843320608139038,0.31559313814910805,0.8804621696472168
32,0.31705484634356906,0.8843732476234436,0.3153083276485419,0.8804376125335693
33,0.31541853998910924,0.8844286799430847,0.3113994308356607,0.8804543018341064
34,0.3148863736195152,0.884434163570404,0.30676056623270836,0.8805115818977356
35,0.3137792710535187,0.8845208287239075,0.3055197054091312,0.8806434273719788
36,0.3126070421876281,0.8847082257270813,0.30303862681524235,0.8808982372283936
37,0.31161192027173246,0.8847383260726929,0.30256470525490375,0.8811863660812378
38,0.3112663509089028,0.8847647309303284,0.2994450399364207,0.8816880583763123
39,0.30975697855184214,0.8850553035736084,0.29784485063154237,0.8819349408149719
40,0.30930147894941185,0.885199785232544,0.2961862863332315,0.8824530839920044
41,0.3086038558619956,0.8853874802589417,0.29556759035549707,0.8829052448272705
42,0.3083136974351227,0.8854438662528992,0.29406217036751164,0.8833414912223816
43,0.30758014744240364,0.8856677412986755,0.30115963419905223,0.8832755088806152
44,0.30650233435664925,0.8858446478843689,0.2982592724663226,0.8838434219360352
45,0.30607062111783245,0.8860436081886292,0.29811309122888824,0.8849867582321167
46,0.3056219351534813,0.8861994743347168,0.2925489692939945,0.8849127292633057
47,0.30544446876389447,0.8861251473426819,0.29263308202430655,0.8862864971160889
48,0.304458178574337,0.8864664435386658,0.294636501216738,0.8859325647354126
49,0.3040311719693203,0.8866021037101746,0.2943478218200455,0.8862866759300232
